"Green Township United States"
39.9,84.22,306,5,-30,1,1,"SYN"

78.3,105.2,144.3,204.6,235.9,255.9,245.5,232.1,179.8,143.5,80.7,64.4
-3.3,-0.5,4.3,10.2,15.3,21.3,22.8,20.9,18.5,11,5,-1.1
5.1,4.9,5.7,5.2,4,3.9,3.4,3.2,2.8,3.9,4.7,4.9
0	0	2.8	4.6
0	0	1.7	3.6
0	0	1.7	4.1
0	0	2.8	3.6
0	0	2.8	4.6
0	0	3.3	5.2
0	0	3.3	5.2
0	0	3.3	5.2
0	0	3.9	5.2
0	0	3.9	5.2
7	7	3.9	4.1
54	54	3.3	4.6
70	70	3.3	5.2
134	134	3.9	4.1
151	151	4.4	4.1
159	159	5	3.1
164	164	5	4.6
160	160	5	3.1
122	122	5	2.1
65	65	5	1.5
26	26	4.4	1.5
1	1	3.9	2.6
0	0	4.4	3.1
0	0	3.9	2.6
0	0	3.3	3.1
0	0	3.3	2.6
0	0	3.9	3.6
0	0	3.3	3.6
0	0	3.3	4.1
0	0	1.7	4.6
0	0	1.7	6.7
0	0	1.7	8.2
0	0	1.1	5.2
0	0	0.6	7.7
7	7	0.6	7.2
41	41	0	5.2
139	139	1.1	6.2
209	209	1.1	5.2
285	285	1.1	7.2
293	292	1.1	8.2
279	279	0	6.2
278	278	-1.1	8.8
188	188	-2.2	7.2
113	113	-3.3	7.2
39	39	-4.4	7.2
2	2	-5	7.2
0	0	-5.6	6.2
0	0	-6.7	6.2
0	0	-6.7	7.2
0	0	-6.7	7.2
0	0	-8.3	7.2
0	0	-8.9	5.2
0	0	-8.3	7.2
0	0	-8.9	7.2
0	0	-8.9	5.2
0	0	-10.6	7.7
0	0	-11.1	7.7
0	0	-12.8	7.2
17	15	-13.3	6.7
125	35	-13.3	6.7
321	44	-12.2	5.7
444	50	-12.2	6.2
562	68	-11.7	6.2
461	202	-11.7	6.7
460	240	-11.1	6.2
396	171	-10	6.7
358	168	-11.1	6.7
164	100	-10.6	6.7
85	26	-11.7	6.7
7	2	-13.9	6.2
0	0	-14.4	6.7
0	0	-15	7.2
0	0	-15	6.2
0	0	-15.6	5.2
0	0	-17.2	5.2
0	0	-17.2	3.6
0	0	-17.8	3.6
0	0	-18.9	4.1
0	0	-19.4	4.1
0	0	-18.9	2.6
0	0	-17.8	0
0	0	-18.3	1.5
18	12	-18.9	2.6
128	43	-14.4	1.5
317	65	-12.2	2.1
484	83	-10.6	2.1
603	103	-8.3	3.1
649	108	-7.2	1.5
603	137	-5	3.6
508	174	-5	2.1
244	171	-5	1.5
232	126	-6.1	5.2
69	46	-5.6	4.1
5	4	-7.2	2.1
0	0	-7.8	2.6
0	0	-8.3	3.1
0	0	-8.9	3.1
0	0	-10	3.1
0	0	-10	3.6
0	0	-8.3	3.6
0	0	-8.3	2.6
0	0	-7.2	3.1
0	0	-7.2	2.6
0	0	-7.8	3.1
0	0	-6.7	4.1
0	0	-6.7	4.1
11	11	-6.1	3.6
53	53	-5	5.2
108	106	-4.4	6.2
358	223	-3.3	5.7
562	76	-1.7	4.6
340	293	-0.6	4.1
455	254	0	4.6
250	248	0	3.1
188	186	0	5.7
83	83	0	4.1
38	38	0	3.6
2	2	0	4.1
0	0	0	4.1
0	0	-0.6	4.1
0	0	-0.6	4.6
0	0	-0.6	4.1
0	0	0	4.6
0	0	-0.6	5.2
0	0	-1.7	6.2
0	0	-2.2	6.2
0	0	-1.7	5.2
0	0	-1.7	6.2
0	0	-0.6	4.6
0	0	-0.6	4.1
11	11	-0.6	4.6
55	55	0	5.2
135	133	0.6	4.6
465	79	2.8	5.2
590	92	5	6.2
626	97	6.1	6.2
635	96	7.8	5.2
564	90	8.3	7.2
436	77	8.9	7.7
263	58	7.8	6.2
84	35	7.2	5.2
5	4	5.6	3.1
0	0	3.9	3.6
0	0	1.7	3.6
0	0	1.1	3.6
0	0	0	3.1
0	0	0.6	3.1
0	0	-0.6	5.2
0	0	0.6	3.1
0	0	0.6	3.1
0	0	0	3.6
0	0	0	3.6
0	0	0.6	4.1
0	0	1.7	3.6
11	11	1.1	4.1
54	54	1.1	5.2
105	103	1.7	5.2
189	189	1.7	4.1
221	219	2.8	5.7
284	281	2.2	6.7
285	281	2.8	9.8
295	293	2.8	8.8
283	160	3.3	7.2
96	82	2.2	5.2
26	26	2.2	4.6
4	4	1.7	4.6
0	0	1.7	5.2
0	0	1.7	5.2
0	0	1.1	7.7
0	0	1.1	6.7
0	0	1.1	6.7
0	0	0.6	3.6
0	0	0.6	3.6
0	0	-0.6	4.1
0	0	-0.6	6.2
0	0	0	7.2
0	0	-1.1	6.2
0	0	-2.2	8.2
19	19	-1.1	6.7
68	59	0	7.7
103	99	1.1	7.2
167	148	1.7	7.7
271	258	1.1	8.2
379	187	2.2	9.3
392	242	2.8	8.8
280	251	-1.1	7.2
378	125	0	9.3
220	115	-0.6	9.3
79	48	-1.7	7.7
5	3	-2.8	6.7
0	0	-3.9	7.7
0	0	-3.3	8.2
0	0	-4.4	7.7
0	0	-5	7.2
0	0	-5.6	8.2
0	0	-6.7	6.7
0	0	-6.7	6.7
0	0	-6.7	5.7
0	0	-8.3	2.6
0	0	-9.4	3.1
0	0	-8.9	3.1
0	0	-8.3	2.6
13	13	-7.8	3.6
79	77	-6.7	4.6
122	119	-5.6	4.6
267	266	-5.6	7.7
263	256	-3.9	6.7
319	315	-2.8	6.2
264	263	-2.8	5.7
301	300	-2.2	7.7
213	213	-0.6	7.2
162	161	-0.6	5.2
64	64	-1.1	3.6
8	8	0	3.1
0	0	0.6	2.6
0	0	0	3.1
0	0	0.6	5.2
0	0	0.6	6.7
0	0	0	7.7
0	0	0	6.7
0	0	-0.6	6.2
0	0	-1.7	3.1
0	0	-1.7	1.5
0	0	-4.4	2.1
0	0	-5	1.5
0	0	-6.1	3.6
17	17	-3.3	3.6
81	81	-2.8	4.6
155	155	-0.6	4.1
246	246	1.7	6.2
270	270	2.2	6.2
304	304	1.7	7.2
284	283	1.1	6.2
259	258	2.2	6.2
334	207	2.8	6.2
82	80	2.8	5.7
61	52	2.2	3.6
9	9	2.2	6.2
0	0	2.2	6.2
0	0	1.7	4.6
0	0	0	3.6
0	0	-0.6	4.1
0	0	-1.7	3.6
0	0	-2.8	2.1
0	0	-3.9	2.6
0	0	-3.3	2.6
0	0	-3.3	2.6
0	0	-4.4	2.6
0	0	-5.6	2.6
0	0	-6.1	2.1
35	15	-5.6	1.5
168	32	0	1.5
360	46	1.1	2.6
523	58	3.3	3.6
636	66	5	3.6
689	69	6.1	3.1
682	69	6.7	3.1
608	64	8.9	3.1
445	93	8.3	2.6
285	46	8.3	5.2
106	30	5	4.1
16	8	2.2	4.1
0	0	1.1	5.7
0	0	-0.6	6.2
0	0	-1.1	5.7
0	0	-1.1	6.7
0	0	-1.7	5.2
0	0	-1.7	5.2
0	0	-1.7	4.6
0	0	-1.7	4.6
0	0	-2.2	4.1
0	0	-2.8	5.2
0	0	-2.8	5.2
0	0	-2.8	4.6
21	20	-2.2	5.2
97	81	0	5.2
127	107	2.8	5.2
192	174	5.6	6.7
520	265	7.8	5.2
567	282	11.1	6.2
246	228	11.1	4.1
270	264	12.8	2.6
273	226	12.8	2.6
94	79	10.6	2.6
41	41	9.4	3.1
4	4	8.9	2.6
0	0	8.3	2.1
0	0	8.9	3.1
0	0	7.2	3.1
0	0	8.3	4.1
0	0	5.6	5.7
0	0	2.8	3.6
0	0	1.1	4.6
0	0	0.6	6.7
0	0	0	6.2
0	0	0	5.7
0	0	0	5.7
0	0	0	4.1
9	9	-1.1	5.2
78	78	0	5.2
79	77	0	6.2
114	112	0.6	5.2
271	271	0.6	5.2
275	273	0.6	6.7
287	287	1.1	7.7
270	270	0.6	5.2
136	136	0.6	5.2
129	129	0.6	6.2
34	34	0	7.2
10	10	-0.6	7.2
0	0	-1.1	5.7
0	0	-0.6	5.2
0	0	-1.1	4.6
0	0	-2.2	5.7
0	0	-1.1	7.7
0	0	-1.1	4.1
0	0	-2.2	4.1
0	0	-2.2	5.2
0	0	-2.2	4.1
0	0	-2.2	5.2
0	0	-2.8	4.1
0	0	-3.3	5.2
22	22	-2.8	5.2
90	90	-2.8	5.2
171	170	-3.3	6.2
275	275	-2.2	5.2
292	291	-2.8	5.7
351	351	-1.7	5.2
344	344	-1.1	5.2
308	308	0	4.1
236	236	1.1	4.6
140	140	2.2	2.6
60	60	1.1	4.6
9	9	1.1	3.1
0	0	0.6	3.6
0	0	0.6	3.1
0	0	0.6	3.6
0	0	0	3.1
0	0	-2.2	2.6
0	0	-1.7	3.1
0	0	-1.7	2.1
0	0	-1.1	2.6
0	0	-2.2	2.6
0	0	-2.2	2.6
0	0	-2.8	2.6
0	0	-2.8	0
22	20	-1.7	2.6
92	73	0	0
174	172	1.1	2.1
158	151	2.2	2.6
299	298	3.3	4.1
282	277	4.4	4.6
237	232	5	4.6
219	217	4.4	5.2
190	189	5	5.2
225	138	5.6	5.2
81	68	5	3.6
9	9	2.8	3
0	0	1.6	2.9
0	0	1.6	3.3
0	0	0.9	2.9
0	0	0.2	2.4
0	0	0.3	2.6
0	0	-0.3	2
0	0	-1.1	2.5
0	0	-1.4	2.6
0	0	-1.6	3.3
0	0	-1.2	3.6
0	0	-0.9	4.8
0	0	-0.6	5.2
40	19	-0.6	4.6
190	39	2.2	5.7
383	55	5.6	7.2
407	151	7.2	7.7
560	182	8.9	8.8
317	291	9.4	9.3
545	292	9.4	8.2
349	294	9.4	8.8
376	187	10	7.7
176	141	8.3	7.2
65	65	7.2	7.7
15	15	6.1	5.2
0	0	4.4	4.1
0	0	3.3	3.1
0	0	2.8	4.1
0	0	2.8	3.6
0	0	2.2	3.6
0	0	2.8	4.1
0	0	2.2	3.1
0	0	2.2	0
0	0	2.2	3.6
0	0	2.2	3.6
0	0	2.2	3.6
0	0	1.7	2.6
17	16	3.9	5.7
63	63	4.4	6.7
89	88	5	5.2
226	221	7.8	4.6
239	238	10	7.2
277	272	11.7	6.7
168	165	7.2	4.6
171	168	6.1	3.6
142	141	3.3	4.6
91	91	2.8	6.2
46	46	1.7	5.7
7	7	1.1	7.7
0	0	-0.6	8.2
0	0	-2.2	7.7
0	0	-3.3	7.7
0	0	-3.9	6.7
0	0	-4.4	7.2
0	0	-5.6	8.2
0	0	-6.7	5.2
0	0	-7.8	6.2
0	0	-7.8	7.2
0	0	-8.3	6.2
0	0	-8.3	6.2
0	0	-7.8	7.2
27	27	-8.3	8.2
100	100	-8.3	6.2
263	201	-7.8	7.7
264	241	-7.2	6.7
551	301	-6.1	6.7
581	228	-5	7.2
651	215	-3.3	6.7
444	292	-2.8	7.2
293	235	-3.3	7.2
130	130	-2.8	6.2
48	48	-3.3	6.2
14	14	-3.3	6.2
0	0	-3.3	5.7
0	0	-3.3	6.2
0	0	-3.3	6.7
0	0	-3.3	5.7
0	0	-2.8	5.7
0	0	-3.9	7.2
0	0	-4.4	8.2
0	0	-3.9	5.2
0	0	-3.3	7.7
0	0	-2.2	6.2
0	0	-1.7	5.2
0	0	-1.1	5.2
16	15	-0.6	5.2
42	41	1.1	5.2
87	87	1.7	4.6
267	265	4.4	6.2
176	175	6.7	6.7
221	220	10	7.7
198	197	11.1	7.7
199	198	12.2	9.3
147	147	12.8	9.3
88	88	7.8	10.3
70	70	5.6	11.3
16	16	3.3	8.8
0	0	1.7	8.2
0	0	0	8.8
0	0	-1.1	9.8
0	0	-1.7	8.2
0	0	-1.7	8.8
0	0	-2.8	9.3
0	0	-3.3	8.2
0	0	-3.9	7.7
0	0	-3.3	8.2
0	0	-3.3	7.2
0	0	-3.9	6.2
0	0	-3.3	3.6
27	27	-2.2	3.1
96	96	-2.2	4.6
172	172	-1.7	4.6
269	269	-1.1	4.1
297	296	-0.6	3.1
313	312	0.6	3.6
346	345	0	3.1
291	291	-1.1	4.1
219	219	-1.1	4.1
163	163	-0.6	3.6
63	63	-1.1	3.1
15	15	-1.7	1.5
0	0	-2.2	2.1
0	0	-2.8	2.1
0	0	-3.3	2.1
0	0	-3.9	2.1
0	0	-3.9	2.1
0	0	-3.9	2.6
0	0	-2.8	2.1
0	0	-2.8	2.1
0	0	-2.2	2.1
0	0	-2.2	2.6
0	0	-2.2	4.6
0	0	-2.2	2.6
27	27	-1.7	3.6
105	105	-1.1	4.1
185	185	-2.8	5.2
278	278	-1.7	5.7
332	331	-1.1	4.6
342	341	0	3.1
355	355	0.6	4.1
278	277	0.6	5.7
244	244	0.6	5.2
159	159	0.6	4.1
73	73	0	3.6
15	15	-0.6	4.1
0	0	-0.6	3.1
0	0	-1.1	5.2
0	0	-1.7	4.1
0	0	-2.2	4.6
0	0	-2.2	3.1
0	0	-2.8	4.1
0	0	-2.8	4.6
0	0	-2.8	6.2
0	0	-3.9	5.7
0	0	-4.4	5.2
0	0	-5.6	4.1
0	0	-6.7	3.6
35	34	-7.8	5.2
221	54	-7.8	4.6
421	77	-5.6	4.1
469	154	-3.3	5.2
309	226	-2.2	6.2
542	351	-1.7	6.2
364	325	-1.1	7.2
282	274	-1.1	6.2
241	241	-1.1	5.2
128	127	-2.8	6.7
73	73	-2.8	7.2
12	12	-3.3	6.7
0	0	-4.4	4.1
0	0	-4.4	5.7
0	0	-5	6.2
0	0	-5.6	7.2
0	0	-6.7	5.2
0	0	-7.8	4.6
0	0	-8.9	4.6
0	0	-9.4	4.1
0	0	-9.4	2.6
0	0	-10	2.1
0	0	-11.7	3.1
0	0	-11.1	2.6
57	22	-8.9	1.5
234	41	-6.1	1.5
431	57	-5	2.6
600	69	-3.3	3.6
710	77	-2.2	5.2
759	84	-0.6	7.2
663	195	0.6	7.7
584	245	1.7	5.2
140	134	2.2	7.2
124	122	2.2	8.2
84	83	2.2	6.7
12	12	1.7	8.2
0	0	2.2	7.7
0	0	0.6	7.2
0	0	0.6	6.2
0	0	0.6	6.2
0	0	1.1	7.7
0	0	1.7	7.7
0	0	0	10.8
0	0	-2.8	10.3
0	0	-5.6	10.3
0	0	-7.2	8.8
0	0	-8.3	8.2
0	0	-9.4	6.7
41	33	-8.9	6.2
217	62	-7.8	5.2
435	62	-6.7	6.2
502	116	-6.1	6.2
559	195	-5	5.2
648	188	-3.9	4.1
658	204	-2.8	3.6
597	158	-1.7	3.6
451	140	-1.7	4.6
296	135	-1.1	2.6
140	76	-1.7	2.1
19	15	-2.2	3.6
0	0	-2.8	2.6
0	0	-2.8	3.1
0	0	-2.8	2.6
0	0	-2.2	3.1
0	0	-1.7	5.2
0	0	-1.1	5.7
0	0	0	4.6
0	0	0	5.7
0	0	0	6.7
0	0	0.6	6.2
0	0	0.6	5.7
0	0	1.1	5.7
38	35	2.2	5.2
186	124	4.4	5.2
185	181	6.7	6.7
298	297	7.8	7.2
151	150	7.8	7.2
250	248	8.3	7.2
286	283	8.9	7.7
260	254	8.9	7.7
220	216	8.9	7.7
171	170	8.9	7.7
89	89	8.9	6.2
18	18	8.9	7.2
0	0	9.4	7.2
0	0	10	7.2
0	0	9.4	8.2
0	0	9.4	7.7
0	0	10	5.2
0	0	10	6.7
0	0	8.3	6.2
0	0	8.9	6.7
0	0	9.4	7.7
0	0	8.9	6.7
0	0	9.4	7.2
0	0	10.6	8.2
24	24	10	4.6
70	70	8.3	6.2
110	110	8.3	7.2
158	158	9.4	7.2
178	178	10.6	6.7
202	202	10.6	5.7
579	268	12.8	6.2
153	147	12.2	4.6
151	151	12.8	7.7
161	136	11.7	8.2
107	75	9.4	6.7
20	19	7.2	5.2
0	0	5	4.1
0	0	3.9	4.6
0	0	3.3	2.6
0	0	1.7	3.6
0	0	2.2	2.6
0	0	1.7	3.6
0	0	0.6	3.1
0	0	-0.6	2.1
0	0	-0.6	2.1
0	0	-2.8	3.1
0	0	-2.2	3.1
2	1	-1.7	2.6
53	27	-0.6	3.6
210	78	1.1	4.1
338	119	3.9	5.2
560	114	8.3	5.2
660	65	11.7	5.2
641	213	14.4	5.2
420	275	16.1	5.2
303	300	16.7	4.1
202	199	15.6	4.6
169	165	16.1	5.2
76	74	16.1	4.1
14	14	15.6	5.7
0	0	16.1	5.2
0	0	16.7	7.2
0	0	16.7	8.2
0	0	16.7	10.3
0	0	16.7	9.3
0	0	17.2	8.8
0	0	17.2	9.8
0	0	17.2	10.3
0	0	14.4	13.4
0	0	13.3	5.2
0	0	10	12.9
1	1	6.7	10.3
30	30	5	8.2
240	72	6.1	8.2
436	80	7.8	8.2
599	97	8.3	8.2
710	107	10	9.3
761	112	10.6	10.3
754	110	11.1	10.3
671	104	11.7	10.8
541	91	12.2	11.3
360	72	11.1	12.4
161	48	10.6	10.3
28	19	8.9	9.3
0	0	7.8	7.2
0	0	7.2	6.2
0	0	5	5.2
0	0	5	5.2
0	0	5	5.2
0	0	5.6	5.2
0	0	4.4	4.6
0	0	3.3	5.2
0	0	2.8	4.6
0	0	2.2	5.2
0	0	2.2	4.1
1	1	3.3	5.2
43	40	2.8	2.6
143	107	4.4	3.1
256	215	6.7	4.6
411	230	7.8	3.6
521	292	8.9	1.5
593	287	10	2.6
702	292	11.7	1.5
592	249	12.2	5.2
439	204	12.8	5.2
257	196	11.7	3.6
51	50	11.1	3.1
22	22	8.9	3.6
0	0	7.8	4.1
0	0	7.8	5.7
0	0	7.8	6.2
0	0	7.2	4.1
0	0	7.2	4.6
0	0	6.1	7.2
0	0	5.6	8.2
0	0	5.6	8.8
0	0	5	8.2
0	0	4.4	6.7
0	0	4.4	8.2
0	0	3.9	8.8
17	17	4.4	8.2
61	60	2.8	8.2
115	112	2.2	5.2
178	175	2.8	9.8
334	331	3.9	9.3
322	322	4.4	8.8
358	358	5	8.8
332	332	5	6.2
254	253	5	7.2
100	100	5	6.2
81	81	5	5.7
20	20	5.6	5.2
0	0	5.6	5.7
0	0	5.6	6.2
0	0	5.6	5.2
0	0	5.6	5.2
0	0	5.6	5.7
0	0	6.1	5.2
0	0	6.1	4.1
0	0	6.1	6.2
0	0	6.7	7.2
0	0	6.7	6.2
0	0	7.2	6.2
1	1	7.8	8.2
32	32	8.9	3.6
83	82	8.9	6.2
247	246	10.6	3.6
297	297	13.9	5.2
359	235	18.3	7.2
523	359	21.1	9.3
473	305	22.2	9.3
437	302	22.8	7.7
481	136	23.9	10.3
287	92	23.3	8.2
162	62	21.1	9.3
39	17	20	6.7
0	0	18.3	8.2
0	0	16.1	5.7
0	0	14.4	5.2
0	0	13.9	6.2
0	0	13.3	7.2
0	0	11.1	5.2
0	0	9.4	7.2
0	0	8.9	8.8
0	0	8.3	6.7
0	0	8.3	6.2
0	0	8.3	6.2
0	0	7.8	6.7
49	49	7.2	5.2
123	120	7.2	6.2
175	173	6.7	5.7
208	206	7.2	5.7
336	331	7.2	4.6
383	381	7.8	4.1
607	362	8.3	4.6
633	213	8.9	4.1
463	219	9.4	5.2
141	127	8.3	6.2
45	44	7.2	5.2
16	16	6.1	5.2
0	0	5.6	4.1
0	0	5	4.1
0	0	4.4	3.6
0	0	4.4	5.2
0	0	3.9	4.1
0	0	3.9	4.1
0	0	3.3	4.6
0	0	3.3	3.1
0	0	3.3	3.6
0	0	3.3	3.6
0	0	3.3	4.6
4	4	3.3	5.7
31	31	3.9	5.2
125	124	4.4	5.2
192	190	5	3.6
399	278	7.8	4.6
524	275	11.1	4.1
717	258	13.9	4.1
687	217	16.7	4.6
591	265	17.2	4.6
528	142	17.8	4.1
328	142	18.3	4.6
150	65	17.2	6.2
24	20	12.8	5.7
0	0	10	4.6
0	0	10.6	7.2
0	0	9.4	7.7
0	0	8.3	7.2
0	0	7.8	5.2
0	0	7.2	6.2
0	0	6.1	4.6
0	0	5	6.2
0	0	5	7.2
0	0	5	5.2
0	0	4.4	6.7
1	1	4.4	5.7
32	31	4.4	6.2
101	101	4.4	5.7
146	146	4.4	5.2
168	165	5	4.1
197	192	5	6.2
192	190	4.4	3.6
196	192	4.4	6.2
186	184	4.4	7.2
160	160	4.4	8.8
106	105	3.9	6.7
60	60	3.9	6.7
15	15	4.4	6.7
0	0	4.4	6.7
0	0	4.4	5.2
0	0	4.4	4.6
0	0	3.9	5.2
0	0	3.9	3.6
0	0	4.4	7.2
0	0	4.4	5.2
0	0	5	6.7
0	0	5	5.7
0	0	5.6	4.6
0	0	5.6	5.7
5	5	5	5.2
29	29	4.4	6.2
79	78	5	5.7
214	214	6.1	6.2
328	328	7.8	5.2
374	373	8.9	2.1
352	351	10.6	3.6
352	352	11.7	3.1
310	310	13.3	3.1
552	100	15.6	3.1
283	121	17.8	1.5
166	72	17.8	1.5
30	23	14.4	3.1
0	0	12.2	3.1
0	0	11.7	5.2
0	0	11.1	5.2
0	0	11.1	4.6
0	0	11.1	2.6
0	0	10.6	6.2
0	0	10	5.7
0	0	8.3	7.2
0	0	7.2	8.2
0	0	6.7	8.2
0	0	5.6	4.6
4	3	4.4	5.2
91	43	6.7	5.7
282	74	8.3	7.2
277	194	8.9	8.2
587	196	8.9	9.8
672	176	9.4	11.8
743	187	9.4	9.3
623	264	8.3	10.3
455	286	7.8	10.8
447	221	5	11.3
145	145	3.3	9.8
105	104	3.3	10.8
14	14	3.3	7.2
0	0	3.3	8.2
0	0	2.8	5.2
0	0	3.3	5.2
0	0	3.9	7.2
0	0	3.3	6.2
0	0	3.9	6.7
0	0	3.9	5.7
0	0	3.3	5.7
0	0	3.3	4.1
0	0	3.3	6.7
0	0	3.3	4.6
4	4	2.8	5.7
37	37	2.2	6.2
116	116	2.8	6.7
225	225	2.2	6.7
258	255	2.2	6.2
357	355	2.2	6.2
366	365	1.7	6.7
343	341	2.2	6.7
311	311	2.2	6.2
265	264	2.8	5.7
171	171	3.3	4.6
83	83	3.3	4.6
26	26	3.3	5.2
0	0	2.8	3.6
0	0	2.8	4.1
0	0	1.1	4.1
0	0	0.6	3.6
0	0	0.6	3.6
0	0	1.1	4.1
0	0	1.7	4.1
0	0	1.7	4.6
0	0	2.2	4.6
0	0	2.2	5.7
0	0	2.2	5.2
9	9	2.8	3.6
58	58	2.8	4.1
149	149	3.3	5.2
234	233	4.4	4.6
301	300	5.6	5.7
369	369	7.2	5.7
640	239	7.2	3.1
577	294	8.9	5.7
217	216	8.3	5.2
195	184	7.8	3.6
182	156	8.3	2.6
174	78	8.3	4.6
34	23	6.7	3.6
0	0	4.4	3.6
0	0	2.8	4.1
0	0	2.8	4.6
0	0	2.2	5.2
0	0	2.2	4.6
0	0	1.7	3.6
0	0	1.1	3.1
0	0	0.6	3.1
0	0	0.6	4.1
0	0	0.6	3.1
0	0	1.7	3.6
3	3	1.1	4.1
94	67	4.4	4.6
200	151	6.1	5.2
382	234	9.4	5.2
380	217	12.8	8.2
573	301	14.4	7.2
679	262	15	5.2
646	229	16.7	7.2
676	247	16.1	6.2
501	201	15.6	5.2
367	144	16.1	5.2
173	93	15	5.2
33	32	11.7	3.1
0	0	10.6	2.1
0	0	10	2.6
0	0	7.2	2.1
0	0	6.7	2.6
0	0	7.8	2.6
0	0	7.2	2.6
0	0	6.1	3.6
0	0	5	3.6
0	0	5.6	2.6
0	0	5	3.6
0	0	5	4.1
4	4	5.6	5.2
41	41	5.6	4.1
81	78	5	5.2
120	116	5.6	5.2
298	292	7.2	3.6
350	345	8.3	2.6
351	346	6.1	6.2
199	198	5.6	7.2
195	194	2.2	9.3
307	307	1.7	8.2
214	214	1.7	7.2
110	110	1.1	8.8
28	28	0.6	7.2
0	0	0.6	7.2
0	0	0	4.1
0	0	-0.6	3.1
0	0	-0.6	3.6
0	0	0	4.1
0	0	0	4.6
0	0	0	3.1
0	0	-0.6	3.6
0	0	-1.1	3.1
0	0	-1.1	3.6
0	0	-2.2	3.6
14	9	-2.2	4.1
84	68	-1.1	6.2
323	96	-0.6	6.7
265	226	0	7.2
295	288	0	7.2
230	226	0	6.2
383	378	0	7.7
508	265	0	8.2
313	225	1.1	7.2
239	232	-1.1	7.2
125	124	0.6	6.7
69	68	-1.1	8.2
29	28	-1.7	7.2
0	0	-1.7	6.7
0	0	-2.2	7.2
0	0	-2.8	7.7
0	0	-3.3	6.2
0	0	-3.3	6.7
0	0	-3.9	6.7
0	0	-4.4	8.8
0	0	-4.4	7.2
0	0	-5	8.8
0	0	-5.6	6.2
0	0	-6.1	5.2
7	7	-6.1	5.2
74	71	-6.1	7.7
137	117	-5.6	8.8
504	132	-3.3	6.7
633	187	-2.8	6.2
777	145	-2.2	5.7
834	186	-1.1	6.2
765	162	-0.6	5.7
453	270	0	6.2
478	180	-1.1	5.7
279	207	-1.1	5.2
154	100	-0.6	6.2
38	26	-2.2	4.1
0	0	-3.3	2.6
0	0	-3.9	2.1
0	0	-3.9	2.1
0	0	-4.4	0
0	0	-5	0
0	0	-5	2.1
0	0	-6.1	1.5
0	0	-5.6	2.6
0	0	-6.1	2.1
0	0	-6.7	2.1
0	0	-6.1	2.6
22	12	-6.7	3.6
142	35	-4.4	4.6
351	54	-2.2	4.1
557	71	-0.6	4.1
712	83	0.6	5.2
822	90	1.7	5.2
868	93	2.8	4.6
851	92	3.9	2.1
768	87	4.4	3.6
625	76	6.1	3.6
438	62	6.1	3.1
227	43	6.1	2.1
50	22	5	2.6
0	0	2.2	3.1
0	0	0.6	3.1
0	0	0	3.6
0	0	-0.6	3.6
0	0	-1.1	3.6
0	0	-1.1	2.1
0	0	-1.1	3.6
0	0	-1.1	3.6
0	0	-2.2	3.1
0	0	-2.2	2.1
0	0	-1.7	2.1
22	13	-2.2	2.6
142	40	1.1	3.6
348	61	4.4	4.6
547	79	6.7	4.6
709	93	10	4.6
815	101	11.7	5.2
860	104	12.8	5.2
840	138	13.9	4.1
613	194	14.4	5.2
546	186	15	7.2
386	125	15	5.7
175	87	13.9	5.2
35	30	11.7	4.1
0	0	8.9	3.6
0	0	7.2	4.6
0	0	6.7	4.6
0	0	8.9	4.1
0	0	9.4	4.1
0	0	9.4	5.2
0	0	11.1	5.2
0	0	11.7	6.2
0	0	11.7	7.7
0	0	12.2	7.2
0	0	12.2	6.2
17	17	12.2	7.2
59	58	11.7	8.8
160	157	12.8	9.3
256	251	13.9	10.3
438	348	15.6	11.8
551	306	17.8	10.3
739	341	19.4	12.4
383	319	20	12.4
287	273	20	12.9
205	202	20	11.8
147	146	20.6	12.4
41	40	19.4	10.3
12	12	17.2	8.8
0	0	16.7	8.2
0	0	16.1	6.7
0	0	15.6	7.7
0	0	15	8.8
0	0	14.4	6.7
0	0	12.8	8.2
0	0	13.3	7.2
0	0	13.3	6.2
0	0	12.2	5.2
0	0	12.2	5.2
0	0	12.2	5.2
14	11	11.7	5.2
151	39	13.3	6.2
356	59	15	8.2
287	178	15.6	7.7
153	146	16.7	9.3
433	338	12.8	12.9
808	145	13.9	11.8
838	97	14.4	14.4
763	92	15	11.8
617	81	14.4	11.3
439	66	14.4	11.3
232	47	13.9	9.3
53	24	11.1	9.4
0	0	8.5	4.9
0	0	6.5	4.4
0	0	6.3	4.6
0	0	5.6	4.2
0	0	5.2	4.2
0	0	4.3	4
0	0	4.2	4.2
0	0	3.2	4.1
0	0	2	4.4
0	0	2.6	4.1
0	0	2.6	5
11	11	2.8	7.2
66	65	1.7	7.7
133	133	1.1	6.7
232	230	0.6	6.7
320	316	1.1	7.2
398	397	2.2	7.2
357	354	2.8	7.7
499	372	3.3	6.2
561	333	3.9	7.7
406	185	2.8	8.2
392	162	2.2	6.2
113	105	2.2	5.7
42	33	1.7	4.1
0	0	0.6	3.1
0	0	0	2.6
0	0	0	3.1
0	0	0	5.2
0	0	0	4.6
0	0	0.6	4.6
0	0	0.6	5.2
0	0	1.1	5.2
0	0	1.1	4.1
0	0	1.1	4.1
0	0	0	4.1
18	18	-1.1	3.1
63	59	-0.6	3.6
220	160	0.6	5.7
216	214	1.7	5.7
361	255	2.8	6.2
413	261	3.3	6.2
578	401	2.8	6.2
348	340	3.3	6.7
