"Green Township United States"
39.9,84.22,306,5,-30,1,1,"SYN"

78.3,105.2,144.3,204.6,235.9,255.9,245.5,232.1,179.8,143.5,80.7,64.4
-3.3,-0.5,4.3,10.2,15.3,21.3,22.8,20.9,18.5,11,5,-1.1
5.1,4.9,5.7,5.2,4,3.9,3.4,3.2,2.8,3.9,4.7,4.9
0	0	8.3	7.2
0	0	8.3	5.7
0	0	8.3	7.7
0	0	8.3	7.7
0	0	8.3	7.2
0	0	7.8	6.7
0	0	7.2	7.7
0	0	6.7	7.7
0	0	6.1	6.2
0	0	6.1	6.7
0	0	6.1	7.7
0	0	6.7	7.2
17	17	5	9.3
62	54	3.3	7.2
99	96	3.9	6.2
134	130	5	6.2
148	147	5.6	7.2
115	113	5.6	6.2
107	104	5	6.2
79	78	5.6	6.2
45	45	5.6	7.2
10	10	5	5.7
0	0	5.6	6.2
0	0	5.6	6.7
0	0	6.7	7.7
0	0	6.7	5.2
0	0	7.2	6.7
0	0	7.2	5.7
0	0	7.2	6.7
0	0	7.2	5.7
0	0	7.2	7.2
0	0	7.2	7.7
0	0	6.7	6.7
0	0	5.6	7.2
0	0	3.9	7.2
0	0	2.8	5.2
32	32	2.8	4.1
111	111	2.2	6.2
180	180	1.7	6.2
224	223	2.2	5.2
256	255	3.3	4.1
237	237	3.9	4.1
195	176	5	2.6
131	109	5.6	4.1
84	67	4.4	3.6
17	17	2.8	2.1
0	0	2.2	2.6
0	0	1.7	2.6
0	0	1.1	2.6
0	0	0	2.1
0	0	-1.1	3.6
0	0	-1.1	3.6
0	0	-0.6	3.6
0	0	0.6	5.2
0	0	0.6	5.7
0	0	0.6	5.7
0	0	0.6	6.7
0	0	0.6	6.2
0	0	0.6	6.7
0	0	1.1	8.2
26	26	1.7	7.2
55	51	1.1	7.2
171	169	1.7	9.3
203	198	2.2	8.2
223	219	2.8	7.7
223	222	2.8	6.2
111	108	2.8	8.2
84	82	3.9	6.2
46	45	3.9	7.7
12	12	3.9	6.2
0	0	4.4	6.2
0	0	5.6	7.7
0	0	6.7	9.8
0	0	7.2	8.2
0	0	8.9	9.8
0	0	11.1	8.8
0	0	11.7	8.8
0	0	12.8	9.3
0	0	12.2	7.7
0	0	11.1	8.8
0	0	10	8.2
0	0	8.9	4.6
0	0	7.8	5.2
1	0	8.3	5.2
26	26	8.3	5.7
121	100	9.4	5.7
161	158	10	7.7
379	146	11.1	7.2
358	205	11.7	8.8
233	193	11.1	7.2
197	146	8.9	12.4
133	133	7.8	8.8
71	71	6.7	7.7
17	17	6.1	7.7
0	0	5.6	7.2
0	0	5	6.2
0	0	3.3	8.2
0	0	2.2	6.2
0	0	1.7	6.2
0	0	1.7	5.7
0	0	1.1	5.7
0	0	1.1	6.7
0	0	0.6	4.6
0	0	0.6	6.7
0	0	0	4.6
0	0	0	5.7
0	0	0	4.6
1	1	0	4.1
36	36	0	5.2
108	107	0.6	5.2
159	156	-0.6	5.2
195	193	0	5.2
231	230	0.6	5.2
229	228	0.6	5.7
205	205	0	5.7
147	147	0	4.6
82	82	0	5.2
20	20	-0.6	4.1
0	0	-0.6	4.6
0	0	-0.6	3.1
0	0	-0.6	2.6
0	0	-1.1	3.1
0	0	-1.1	3.1
0	0	-1.7	3.6
0	0	-2.2	3.1
0	0	-2.2	2.6
0	0	-2.2	2.6
0	0	-2.8	2.1
0	0	-3.3	2.1
0	0	-3.3	2.1
0	0	-3.3	2.1
1	1	-3.3	2.1
38	38	-3.3	2.1
120	120	-2.8	2.6
183	182	-2.8	2.1
236	236	-1.7	2.6
246	245	-1.1	3.6
235	235	-1.1	4.1
201	201	-1.1	5.7
150	150	-1.1	6.2
78	78	-1.1	5.2
22	22	-1.7	5.2
0	0	-2.2	4.6
0	0	-2.2	5.2
0	0	-1.7	4.6
0	0	-1.7	5.2
0	0	-1.7	6.7
0	0	-2.2	7.7
0	0	-2.2	5.2
0	0	-2.2	5.2
0	0	-2.8	5.2
0	0	-2.8	5.2
0	0	-2.2	6.2
0	0	-2.2	5.2
0	0	-2.2	5.2
1	1	-2.2	7.7
37	37	-2.2	5.2
102	102	-2.2	3.6
156	156	-1.1	4.6
216	216	-0.6	6.7
233	232	0	6.7
257	207	0.6	5.2
165	159	0.6	4.6
88	86	0	7.2
54	54	-0.6	5.2
15	15	-0.6	6.2
0	0	-0.6	5.2
0	0	0	5.7
0	0	0.6	5.2
0	0	1.1	6.2
0	0	1.1	6.2
0	0	1.7	6.7
0	0	2.2	7.7
0	0	2.2	7.2
0	0	2.8	7.2
0	0	3.9	9.3
0	0	4.4	7.7
0	0	4.4	7.7
0	0	4.4	8.2
0	0	2.8	7.7
29	29	2.8	7.7
62	60	2.8	7.2
89	87	2.8	8.2
186	185	1.1	6.7
205	204	0	6.2
308	193	-0.6	7.7
131	128	-1.7	5.7
175	120	-2.8	4.1
106	91	-2.8	4.6
32	21	-3.9	5.2
0	0	-3.3	4.6
0	0	-3.9	3.1
0	0	-5	3.1
0	0	-5.6	2.1
0	0	-5.6	2.1
0	0	-5.6	2.1
0	0	-5.6	2.1
0	0	-5.6	2.1
0	0	-7.2	2.1
0	0	-6.7	3.1
0	0	-7.2	3.1
0	0	-7.2	4.1
0	0	-7.2	4.1
4	2	-7.2	3.1
68	23	-5.6	3.1
218	39	-3.3	5.7
324	85	-1.1	4.6
354	191	0	5.2
212	210	1.1	5.2
132	127	0.6	4.6
194	189	0.6	5.2
140	139	-5.6	8.2
81	80	-9.4	8.8
19	19	-11.1	7.2
0	0	-12.8	6.7
0	0	-12.8	6.7
0	0	-14.4	6.7
0	0	-15	5.7
0	0	-15.6	4.6
0	0	-15.6	5.7
0	0	-16.1	5.7
0	0	-16.7	4.6
0	0	-17.2	4.1
0	0	-17.2	3.6
0	0	-17.8	4.1
0	0	-16.7	4.6
0	0	-16.7	4.6
2	2	-16.1	5.2
61	33	-15	5.7
204	85	-13.3	6.2
241	171	-11.1	7.2
442	216	-9.4	7.2
126	123	-8.3	6.2
272	266	-7.2	6.2
193	191	-7.2	6.2
188	176	-7.8	7.7
83	82	-8.3	7.7
10	9	-8.9	7.2
0	0	-8.9	7.7
0	0	-10	6.2
0	0	-10.6	6.2
0	0	-11.1	5.2
0	0	-10.6	4.1
0	0	-10	6.2
0	0	-10	5.7
0	0	-11.7	6.2
0	0	-13.3	4.6
0	0	-15.6	4.1
0	0	-15.6	3.1
0	0	-15.6	3.6
0	0	-16.7	3.1
2	1	-16.1	3.1
61	34	-15.6	3.6
214	63	-13.9	4.1
369	84	-11.7	3.6
475	102	-10	5.7
530	104	-8.9	6.2
516	103	-8.3	6.2
441	93	-7.8	6.2
316	77	-7.8	5.7
157	59	-7.8	5.2
25	19	-10	5.2
0	0	-8.9	2.6
0	0	-7.8	2.1
0	0	-7.8	2.1
0	0	-7.2	2.1
0	0	-7.2	3.6
0	0	-6.7	3.1
0	0	-6.1	4.6
0	0	-6.1	3.6
0	0	-6.1	2.6
0	0	-5.6	3.1
0	0	-5.6	3.6
0	0	-5.6	4.1
0	0	-5.6	3.1
0	0	-5.6	2.6
33	33	-5	2.1
154	146	-3.9	0
244	163	-1.7	1.5
353	186	-1.7	0
499	97	-0.6	2.6
472	135	0	2.1
416	102	0.6	2.1
230	102	0.6	2.1
141	90	-0.6	3.1
33	32	-1.7	4.1
0	0	-2.2	3.6
0	0	-2.2	4.1
0	0	-2.2	4.1
0	0	-2.8	5.2
0	0	-2.8	4.1
0	0	-2.8	4.1
0	0	-3.3	4.1
0	0	-3.9	4.6
0	0	-3.9	3.6
0	0	-3.3	4.1
0	0	-3.3	4.1
0	0	-3.9	4.1
0	0	-3.9	3.1
1	1	-3.3	3.6
58	33	0	4.1
198	60	3.3	6.7
255	125	5	6.7
427	165	7.2	6.2
489	139	9.4	7.2
465	112	10.6	8.2
395	143	11.7	7.7
242	144	11.1	6.7
90	79	11.1	6.2
29	28	10	6.2
0	0	10	6.2
0	0	10	7.2
0	0	9.4	7.2
0	0	9.4	7.2
0	0	8.9	7.7
0	0	8.3	7.7
0	0	8.3	9.3
0	0	8.3	8.2
0	0	8.3	7.7
0	0	8.3	6.7
0	0	7.2	6.2
0	0	7.2	6.7
0	0	7.8	8.2
3	3	8.3	8.8
51	40	8.9	7.2
142	128	10	7.7
223	158	10.6	9.3
431	131	12.2	10.3
386	233	12.8	9.3
355	258	14.4	11.8
170	165	13.9	11.3
195	170	13.9	11.3
90	69	13.9	7.2
30	29	12.8	6.2
0	0	12.2	6.2
0	0	11.7	5.7
0	0	10.6	4.6
0	0	11.1	5.2
0	0	10	5.2
0	0	10	5.7
0	0	10	4.6
0	0	10	5.2
0	0	10.6	6.7
0	0	10	7.2
0	0	10	8.2
0	0	10.6	8.2
0	0	11.1	9.3
2	2	11.1	8.8
46	46	10.6	7.2
122	119	11.7	7.7
143	139	12.8	9.3
284	248	13.9	10.3
148	142	13.3	9.3
220	217	14.4	8.8
133	128	15	9.3
86	83	13.3	7.7
50	49	12.8	8.2
12	12	12.2	7.7
0	0	11.2	5.3
0	0	10.7	4.6
0	0	9.9	3.7
0	0	9.3	4.5
0	0	9	5.2
0	0	8.7	5.7
0	0	8	6.1
0	0	7.7	6.6
0	0	7.4	5.8
0	0	7.1	5.8
0	0	6.7	6.5
0	0	5	5.3
0	0	5	5.7
2	2	4.4	5.7
32	30	5	7.2
71	70	6.1	6.7
209	206	6.7	7.2
167	163	6.7	6.2
118	115	5	5.2
139	135	5.6	9.3
114	114	6.7	7.2
175	124	7.8	9.3
106	98	8.9	9.3
34	25	8.9	9.8
0	0	8.9	7.2
0	0	8.9	7.7
0	0	10	7.2
0	0	10.6	7.2
0	0	11.1	7.7
0	0	11.7	7.2
0	0	11.7	6.7
0	0	12.8	6.2
0	0	12.2	5.7
0	0	12.2	7.2
0	0	11.7	6.2
0	0	10.6	3.1
0	0	11.1	3.6
4	4	10.6	7.2
51	38	10	5.2
224	64	10.6	7.2
226	127	10.6	8.2
129	128	8.3	8.2
103	100	7.8	8.2
117	111	7.2	8.8
100	98	6.7	7.7
85	82	6.7	8.2
46	46	6.1	6.2
15	14	6.1	7.2
0	0	5	8.2
0	0	3.9	8.2
0	0	3.9	6.7
0	0	2.8	6.7
0	0	2.8	7.2
0	0	2.8	8.2
0	0	2.2	7.2
0	0	2.8	5.7
0	0	2.2	6.7
0	0	2.2	6.7
0	0	1.7	6.2
0	0	1.7	9.3
0	0	1.1	6.7
4	4	1.7	6.7
45	45	1.1	7.2
125	125	0.6	7.7
200	200	0.6	6.7
267	267	0.6	7.7
285	285	1.1	7.7
252	252	1.1	6.7
225	224	1.1	6.7
171	171	0.6	7.2
103	103	0.6	6.7
29	29	0	7.2
0	0	0.6	6.7
0	0	0	7.7
0	0	0	6.7
0	0	0.6	7.7
0	0	0.6	5.2
0	0	0.6	6.7
0	0	0	6.2
0	0	0.6	6.2
0	0	0.6	6.7
0	0	1.1	5.7
0	0	0	5.7
0	0	-0.6	7.2
0	0	-1.1	6.2
5	4	-1.7	7.7
76	40	-0.6	6.7
237	82	2.2	7.2
366	103	5	7.7
502	128	7.8	8.2
492	203	10	7.7
474	146	11.7	9.8
440	146	13.3	6.7
221	160	12.2	7.7
116	102	11.1	5.2
34	32	10	7.7
0	0	7.8	5.2
0	0	6.7	5.2
0	0	6.7	5.2
0	0	6.7	6.2
0	0	6.1	6.2
0	0	5	4.1
0	0	4.4	3.6
0	0	3.9	3.1
0	0	3.9	3.6
0	0	4.4	3.1
0	0	3.9	3.6
0	0	3.3	3.6
0	0	2.2	3.6
8	4	1.1	4.1
81	39	4.4	3.6
234	42	7.2	4.1
381	63	10	3.1
479	68	12.8	3.6
498	159	13.9	5.2
520	155	15	7.2
371	161	14.4	7.7
253	187	13.3	6.7
140	106	12.8	6.2
29	28	11.7	3.6
0	0	9.4	4.6
0	0	8.3	6.7
0	0	7.2	6.2
0	0	6.7	3.6
0	0	6.7	4.1
0	0	6.7	3.6
0	0	6.7	4.1
0	0	6.1	4.1
0	0	5.6	3.1
0	0	5.6	3.1
0	0	5.6	2.1
0	0	5.6	2.6
0	0	5.6	2.6
4	4	5.6	2.1
44	37	6.1	0
147	122	7.8	1.5
269	163	7.2	2.1
299	164	11.1	4.1
511	130	11.1	4.1
249	241	8.3	5.7
229	227	8.9	5.7
143	141	7.2	5.2
94	93	5	4.6
22	22	5	4.6
0	0	4.4	3.6
0	0	4.4	2.6
0	0	4.4	5.2
0	0	4.4	3.6
0	0	3.3	3.6
0	0	2.8	4.1
0	0	3.3	4.1
0	0	2.8	3.1
0	0	2.2	3.6
0	0	1.7	1.5
0	0	1.7	2.6
0	0	1.7	3.1
0	0	1.7	3.6
3	3	1.1	3.1
49	49	0.6	2.6
101	101	2.2	1.5
190	189	2.8	1
228	227	2.8	2.1
250	250	2.8	3.6
249	248	3.3	4.6
219	219	3.3	3.6
181	181	3.9	3.6
98	98	2.8	3.6
35	35	2.8	3.1
0	0	2.8	2.1
0	0	2.8	2.6
0	0	3.3	1.5
0	0	2.2	2.6
0	0	2.2	2.1
0	0	0.6	3.6
0	0	0	3.6
0	0	0	4.6
0	0	0	4.6
0	0	0	6.2
0	0	-0.6	9.3
0	0	-2.2	8.8
0	0	-3.9	8.8
10	10	-4.4	10.8
70	70	-4.4	8.2
161	161	-5.6	9.3
243	242	-6.7	8.2
287	242	-5.6	8.2
381	302	-5	8.8
519	155	-5	9.8
412	199	-5	9.3
180	175	-5.6	9.8
169	98	-5.6	6.2
42	35	-6.7	6.2
0	0	-7.2	4.6
0	0	-7.2	4.1
0	0	-8.3	3.6
0	0	-7.8	3.1
0	0	-7.8	4.1
0	0	-8.9	4.1
0	0	-11.1	4.1
0	0	-10.6	3.1
0	0	-11.7	4.1
0	0	-12.2	3.1
0	0	-12.8	3.1
0	0	-13.3	3.1
0	0	-13.3	3.1
15	7	-11.1	3.6
114	27	-10.6	4.1
300	43	-8.9	3.6
463	56	-6.7	2.1
577	65	-5.6	1.5
636	69	-4.4	2.1
602	77	-2.2	1.5
529	68	-3.3	2.6
401	52	-3.9	2.6
247	39	-5	5.2
67	21	-6.1	2.6
0	0	-6.1	3.1
0	0	-7.2	3.6
0	0	-8.9	2.1
0	0	-8.9	2.6
0	0	-10	2.6
0	0	-10.6	2.6
0	0	-10.6	2.6
0	0	-10.6	2.1
0	0	-11.7	3.6
0	0	-12.2	4.1
0	0	-11.7	2.1
0	0	-12.2	1.5
0	0	-12.8	2.1
16	7	-13.9	3.6
116	29	-11.7	3.6
275	62	-8.9	3.6
432	82	-6.1	4.6
553	86	-5	5.2
570	182	-3.9	4.1
152	149	-3.3	5.2
185	185	-3.3	5.2
185	181	-3.9	5.7
150	86	-3.9	5.2
61	36	-5	4.6
3	1	-6.7	3.6
0	0	-7.8	3.6
0	0	-8.3	3.1
0	0	-8.9	3.6
0	0	-8.9	3.6
0	0	-10.6	2.6
0	0	-12.2	3.1
0	0	-12.8	4.1
0	0	-12.8	3.1
0	0	-12.8	3.6
0	0	-11.7	2.6
0	0	-11.1	4.1
0	0	-11.1	3.1
6	6	-10	3.6
96	48	-7.2	4.6
278	68	-5.6	5.2
437	83	-5	6.7
551	95	-3.9	5.2
611	101	-2.8	4.1
605	105	-1.7	3.1
506	107	-1.1	5.7
384	78	-1.7	5.7
220	61	-2.2	4.6
58	30	-3.3	3.6
1	1	-5.6	4.1
0	0	-6.7	4.1
0	0	-6.7	4.1
0	0	-7.2	4.1
0	0	-7.8	4.1
0	0	-8.3	3.6
0	0	-9.4	4.1
0	0	-10	4.1
0	0	-11.1	5.2
0	0	-8.9	4.6
0	0	-9.4	4.1
0	0	-10	4.1
0	0	-10.6	3.6
13	8	-10	4.1
113	36	-7.8	5.7
295	56	-5.6	4.6
457	74	-2.8	5.2
573	85	0	5.7
627	86	1.7	4.1
562	89	2.8	3.6
515	78	3.9	5.2
409	67	3.9	4.1
237	50	3.3	4.1
64	28	1.1	4.6
3	1	-1.1	4.1
0	0	-1.7	3.6
0	0	-2.2	4.1
0	0	-2.8	4.1
0	0	-3.9	4.6
0	0	-2.8	5.7
0	0	-3.9	4.6
0	0	-3.3	4.6
0	0	-3.9	4.1
0	0	-5	4.1
0	0	-5	3.6
0	0	-5	4.1
0	0	-3.9	4.1
14	12	-3.9	4.6
107	52	-1.1	4.6
285	87	1.1	5.7
392	136	4.4	6.2
391	303	7.2	6.2
476	226	7.2	4.1
278	274	6.7	4.1
195	190	6.7	5.2
201	195	6.1	4.6
96	96	6.1	5.7
36	35	5.6	4.6
0	0	5	5.2
0	0	4.4	4.6
0	0	3.3	4.1
