SITE,ElevenMile_TMY_ACP_,,,,,,,,,,,
COUNTRY,United States,,,,,,,,,,,
LONGITUDE (degrees),-111.6026424,,,,,,,,,,,
LATITUDE (degrees),32.77034159,,,,,,,,,,,
ELEVATION (m),460,,,,,,,,,,,
UTC_OFFSET (hours),-7,,,,,,,,,,,
TYPE,TMY,,,,,,,,,,,
DATASET,Vaisala 2.1.4,,,,,,,,,,,
UNIQUE_ID,mfqtezrxgu3temldga4dgobtgm2wgy,,,,,,,,,,,
CREATION_TIME,2023-07-28 13:57:21 +0000,,,,,,,,,,,
PERIOD,hourly,data represents the period ending mean,,,,,,,,,,
date time,GHI (W m-2),DNI (W m-2),DIF (W m-2),windspeed at 10m (m s-1),winddirection at 10m (degrees),temperature at 2m (degrees C),pressure at 0m (Pa),total precipitable water vapor (cm),albedo (fraction),precipitation (mm),snowfall (mm),snowdepth (mm)
1/1/2047 1:00,0,0,0,2.80058,207.205,14.144,95653.8,1.18293,0.23497,0,0,0
1/1/2047 2:00,0,0,0,2.89158,207.231,13.6565,95678.2,1.04933,0.23497,0,0,0
1/1/2047 3:00,0,0,0,2.53956,215.861,12.7193,95716.5,1.0041,0.234986,0,0,0
1/1/2047 4:00,0,0,0,1.97083,218.937,11.7111,95752.7,0.986127,0.235015,0,0,0
1/1/2047 5:00,0,0,0,1.5848,201.713,10.5864,95769.9,0.944476,0.23503,0,0,0
1/1/2047 6:00,0,0,0,1.52001,179.822,9.30936,95787.7,0.895653,0.23503,0,0,0
1/1/2047 7:00,0,0,0,1.71221,169.123,8.717,95812.9,0.863422,0.23503,0,0,0
1/1/2047 8:00,9.92842,13.3098,9.17287,1.87306,165.864,8.85956,95843.6,0.85822,0.23503,0,0,0
1/1/2047 9:00,107.865,108.377,85.3903,2.02894,163.017,10.1254,95887.9,0.87836,0.23503,0,0,0
1/1/2047 10:00,322.04,666.067,93.102,2.05314,162.065,12.8017,95931.6,0.908892,0.23503,0,0,0
1/1/2047 11:00,470.879,836.431,86.4134,1.65128,169.407,15.365,95953.1,0.93403,0.23503,0,0,0
1/1/2047 12:00,563.944,880.268,92.5687,1.19673,182.342,17.0834,95930.4,0.947159,0.23503,0,0,0
1/1/2047 13:00,594.341,899.731,89.643,0.777242,189.661,18.2353,95857.2,0.95474,0.23503,0,0,0
1/1/2047 14:00,544.453,717.543,161.892,0.602826,216.111,19.4351,95789.5,0.971,0.23503,0,0,0
1/1/2047 15:00,459.163,773.688,103.349,0.786976,311.799,20.5901,95756.1,1.00311,0.235043,0,0,0
1/1/2047 16:00,278.864,425.751,139.741,0.970615,32.7823,20.8921,95737.3,1.04855,0.235068,0,0,0
1/1/2047 17:00,78.2827,116.592,64.6186,1.2104,41.5555,20.7594,95746.5,1.12714,0.23508,0,0,0
1/1/2047 18:00,13.1992,102.717,7.69938,1.48418,51.0871,20.5146,95765.9,1.22314,0.23508,0.005722,0,0
1/1/2047 19:00,0,0,0,1.72764,59.0691,19.8818,95778,1.27157,0.23508,0,0,0
1/1/2047 20:00,0,0,0,1.92447,62.5285,18.4948,95778.5,1.29232,0.23508,0,0,0
1/1/2047 21:00,0,0,0,2.04788,73.9099,16.6063,95774.6,1.33337,0.23508,0,0,0
1/1/2047 22:00,0,0,0,1.9435,92.391,15.0035,95810.3,1.37367,0.23508,0,0,0
1/1/2047 23:00,0,0,0,1.63891,118.406,13.7899,95865.5,1.38888,0.23508,0,0,0
1/2/2047 0:00,0,0,0,1.62576,131.975,12.8519,95888,1.37053,0.23508,0,0,0
1/2/2047 1:00,0,0,0,1.80213,134.641,12.1256,95880.2,1.31509,0.23508,0,0,0
1/2/2047 2:00,0,0,0,1.85866,135.61,11.2778,95872,1.2552,0.23508,0,0,0
1/2/2047 3:00,0,0,0,1.92474,136.169,10.6093,95871.5,1.24877,0.235095,0,0,0
1/2/2047 4:00,0,0,0,2.08754,136.135,10.6225,95875.9,1.29635,0.235125,0,0,0
1/2/2047 5:00,0,0,0,2.34789,136.88,10.6055,95882.8,1.34052,0.23514,0,0,0
1/2/2047 6:00,0,0,0,2.55167,138.83,10.2599,95887.8,1.36415,0.23514,0,0,0
1/2/2047 7:00,0,0,0,2.60742,137.962,10.2116,95902.4,1.38122,0.23514,0,0,0
1/2/2047 8:00,15.333,132.083,8.09172,2.66795,134.609,10.636,95928.5,1.38675,0.23514,0,0,0
1/2/2047 9:00,152.171,595.802,41.7344,2.8665,133.9,12.1218,95965.8,1.37078,0.23514,0,0,0
1/2/2047 10:00,328.161,785.321,61.9231,2.98645,137.276,15.0576,96017.2,1.32638,0.23514,0,0,0
1/2/2047 11:00,473.204,864.45,75.6937,2.90292,144.766,17.9565,96055.4,1.2635,0.23514,0,0,0
1/2/2047 12:00,555.459,774.848,141.259,2.96747,158.479,19.8548,96042.8,1.199,0.23514,0,0,0
1/2/2047 13:00,591.24,827.137,126.165,3.47243,178.116,21.4994,95971.9,1.14905,0.23514,0,0,0
1/2/2047 14:00,540.566,726.215,148.782,4.46708,196.876,23.5091,95874.4,1.14795,0.23514,0,0,0
1/2/2047 15:00,454.826,716.551,128.772,5.43457,209.287,25.3663,95788.3,1.20322,0.235158,0,0,0
1/2/2047 16:00,316.852,708.247,76.3454,5.83949,215.94,26.1602,95740.4,1.27196,0.235193,0,0,0
1/2/2047 17:00,134.533,363.679,60.9979,5.45649,217.195,25.9744,95728.2,1.33417,0.23521,0,0,0
1/2/2047 18:00,10.3241,27.8831,8.72994,4.57122,215.899,25.4039,95745.1,1.41997,0.23521,0,0,0
1/2/2047 19:00,0,0,0,3.99424,213.785,24.6581,95794.8,1.51584,0.23521,0,0,0
1/2/2047 20:00,0,0,0,3.81007,210.431,23.3183,95842.3,1.56225,0.23521,0,0,0
1/2/2047 21:00,0,0,0,3.80483,211.737,21.6748,95876.4,1.561,0.23521,0,0,0
1/2/2047 22:00,0,0,0,3.9532,219.513,20.6367,95932,1.54192,0.23521,0,0,0
1/2/2047 23:00,0,0,0,4.06674,224.55,20.0707,96003.4,1.4962,0.23521,0,0,0
1/3/2047 0:00,0,0,0,3.89876,220.88,19.4957,96059.5,1.42537,0.23521,0,0,0
1/3/2047 1:00,0,0,0,3.38066,213.623,18.8593,96087.7,1.38352,0.23521,0,0,0
1/3/2047 2:00,0,0,0,2.69897,211.122,18.046,96107.2,1.42607,0.23521,0,0,0
1/3/2047 3:00,0,0,0,2.08769,219.255,16.6946,96142.8,1.53071,0.235223,0,0,0
1/3/2047 4:00,0,0,0,1.84502,237.623,15.3471,96189,1.5968,0.235248,0,0,0
1/3/2047 5:00,0,0,0,2.02328,260.441,14.5199,96241.7,1.54941,0.23526,0,0,0
1/3/2047 6:00,0,0,0,2.14359,276.391,13.878,96290.7,1.38863,0.23526,0,0,0
1/3/2047 7:00,0,0,0,2.05696,279.688,13.5138,96340,1.16703,0.23526,0,0,0
1/3/2047 8:00,15.1844,117.489,8.62028,2.03531,286.035,13.8853,96404.4,0.969088,0.23526,0,0,0
1/3/2047 9:00,154.189,578.735,47.1409,1.79268,292.388,14.6785,96469.2,0.823648,0.23526,0,0,0
1/3/2047 10:00,330.564,696.283,91.5308,1.25945,318.02,15.5055,96514,0.715107,0.23526,0,0,0
1/3/2047 11:00,485.499,875.165,82.489,0.989777,14.4802,16.5155,96534.7,0.656933,0.23526,0,0,0
1/3/2047 12:00,582.65,908.172,94.8144,1.02511,23.2938,17.2042,96529.4,0.638971,0.23526,0,0,0
1/3/2047 13:00,616.941,906.795,105.842,1.21576,340.645,17.7244,96482.8,0.614546,0.23526,0,0,0
1/3/2047 14:00,585.532,916.025,93.007,1.68378,318.972,18.6479,96422.7,0.568228,0.23526,0,0,0
1/3/2047 15:00,489.45,874.871,85.9806,2.31036,326.275,19.5044,96389.2,0.531871,0.235275,0,0,0
1/3/2047 16:00,339.624,778.763,75.1283,2.8085,339.277,19.9593,96387.5,0.518129,0.235306,0,0,0
1/3/2047 17:00,158.246,584.202,49.5539,2.80468,345.955,20.0234,96409.2,0.498892,0.23532,0,0,0
1/3/2047 18:00,15.7175,120.439,8.76176,2.33182,343.684,19.6184,96434.9,0.46704,0.23532,0,0,0
1/3/2047 19:00,0,0,0,1.89135,331.152,19.2423,96455.3,0.436175,0.23532,0,0,0
1/3/2047 20:00,0,0,0,1.52977,316.48,18.1711,96468.9,0.414495,0.23532,0,0,0
1/3/2047 21:00,0,0,0,1.25216,301.161,15.9081,96480.5,0.405472,0.23532,0,0,0
1/3/2047 22:00,0,0,0,1.47542,284.976,13.6351,96507.9,0.406038,0.23532,0,0,0
1/3/2047 23:00,0,0,0,2.18915,282.107,11.5476,96563.4,0.413345,0.23532,0,0,0
1/4/2047 0:00,0,0,0,2.74043,308.512,10.011,96626.7,0.424292,0.23532,0,0,0
1/4/2047 1:00,0,0,0,2.85259,1.26558,9.19594,96645.2,0.429852,0.23532,0,0,0
1/4/2047 2:00,0,0,0,2.6205,50.5834,8.75878,96624.1,0.429435,0.23532,0,0,0
1/4/2047 3:00,0,0,0,2.07585,82.55,8.90519,96640.7,0.445963,0.235338,0,0,0
1/4/2047 4:00,0,0,0,1.58814,104.238,9.3617,96697.2,0.488472,0.235373,0,0,0
1/4/2047 5:00,0,0,0,1.45278,124.151,9.20406,96718.3,0.528407,0.23539,0,0,0
1/4/2047 6:00,0,0,0,1.46247,140.379,7.92799,96708.4,0.549112,0.23539,0,0,0
1/4/2047 7:00,0,0,0,1.49564,146.535,6.26611,96727.2,0.563031,0.23539,0,0,0
1/4/2047 8:00,16.4107,154.766,8.16617,1.50209,147.064,5.40518,96780.6,0.585172,0.23539,0,0,0
1/4/2047 9:00,159.276,637.145,41.9866,1.40804,146.296,6.32047,96850,0.619427,0.23539,0,0,0
1/4/2047 10:00,338.946,811.049,63.9566,1.11766,126.242,9.19239,96918.3,0.65902,0.23539,0,0,0
1/4/2047 11:00,486.305,889.584,76.0757,0.786181,73.3331,12.2905,96961.4,0.702725,0.23539,0,0,0
1/4/2047 12:00,580.223,916.152,87.1251,0.867426,50.4601,14.1909,96944,0.759841,0.23539,0,0,0
1/4/2047 13:00,608.646,873.002,115.295,1.21194,53.8126,15.6022,96857.9,0.827834,0.23539,0,0,0
1/4/2047 14:00,577.523,914.038,84.3607,1.62877,14.2837,17.4257,96761.9,0.885289,0.23539,0,0,0
1/4/2047 15:00,482.36,869.819,79.3696,1.96554,339.888,19.2517,96693.3,0.918254,0.2354,0,0,0
1/4/2047 16:00,334.995,788.815,65.0569,2.05592,337.379,20.3124,96660.1,0.929085,0.23542,0,0,0
1/4/2047 17:00,154.28,527.135,50.4085,2.04845,333.392,20.7199,96662.8,0.928572,0.23543,0,0,0
1/4/2047 18:00,14.9165,76.7201,10.4722,2.00205,327.477,20.443,96682.4,0.929557,0.23543,0,0,0
1/4/2047 19:00,0,0,0,2.06488,328.222,19.1647,96717.8,0.934208,0.23543,0,0,0
1/4/2047 20:00,0,0,0,2.37011,336.923,16.4513,96751.6,0.935142,0.23543,0,0,0
1/4/2047 21:00,0,0,0,2.57659,353.513,13.7863,96768.4,0.93013,0.23543,0,0,0
1/4/2047 22:00,0,0,0,2.23613,24.2156,12.9345,96780.7,0.925314,0.23543,0,0,0
1/4/2047 23:00,0,0,0,1.69158,62.7096,12.2195,96797.1,0.921618,0.23543,0,0,0
1/5/2047 0:00,0,0,0,1.41268,94.927,11.0511,96815.3,0.907744,0.23543,0,0,0
1/5/2047 1:00,0,0,0,1.53663,152.786,9.52675,95897.4,1.52867,0.23543,0,0,0
1/5/2047 2:00,0,0,0,1.62768,152.896,9.01191,95845.1,1.53895,0.23543,0,0,0
1/5/2047 3:00,0,0,0,1.6717,151.39,8.40693,95820,1.51602,0.235451,0,0,0
1/5/2047 4:00,0,0,0,1.53494,150.529,7.68121,95834.2,1.51687,0.235491,0,0,0
1/5/2047 5:00,0,0,0,1.39479,146.895,7.32837,95844.4,1.57401,0.23551,0,0,0
1/5/2047 6:00,0,0,0,1.54731,142.148,7.32759,95823.2,1.63179,0.23551,0,0,0
1/5/2047 7:00,0,0,0,1.86907,142.006,7.43204,95788.9,1.63994,0.23551,0,0,0
1/5/2047 8:00,8.69546,8.84434,8.28817,2.05748,144.862,7.89496,95786.2,1.62052,0.23551,0,0,0
1/5/2047 9:00,137.374,404.809,53.0678,2.32613,144.532,8.80847,95807.8,1.59256,0.23551,0,0,0
1/5/2047 10:00,322.451,747.526,68.1741,2.65665,145.359,10.4436,95801.5,1.54992,0.23551,0,0,0
1/5/2047 11:00,466.542,815.607,89.7055,2.52885,158.851,13.0857,95789.3,1.55584,0.23551,0,0,0
1/5/2047 12:00,559.004,851.291,99.3919,2.22598,182.828,15.7786,95772.4,1.64539,0.23551,0,0,0
1/5/2047 13:00,590.442,876.993,92.8547,2.50005,208.826,17.6697,95698.2,1.73919,0.23551,0,0,0
1/5/2047 14:00,558.952,862.783,91.0651,3.2549,235.673,19.0246,95605.5,1.81278,0.23551,0,0,0
1/5/2047 15:00,467.072,819.714,84.916,3.61023,261.06,20.1503,95537,1.85961,0.235523,0,0,0
1/5/2047 16:00,324.247,739.506,68.4648,3.17927,276.475,20.7455,95473.9,1.85101,0.235548,0,0,0
1/5/2047 17:00,151.813,537.092,47.838,2.42517,285.923,20.5264,95422.6,1.85382,0.23556,0,0,0
1/5/2047 18:00,16.04,103.527,9.6087,1.96499,300.132,19.5195,95399.6,1.91843,0.23556,0,0,0
1/5/2047 19:00,0,0,0,2.08495,309.026,18.0116,95405.6,1.9999,0.23556,0,0,0
1/5/2047 20:00,0,0,0,2.17896,304.111,16.4562,95431.5,2.04338,0.23556,0,0,0
1/5/2047 21:00,0,0,0,1.76327,276.231,15.2756,95455.5,2.04454,0.23556,0,0,0
1/5/2047 22:00,0,0,0,1.46853,226.926,14.691,95474.9,2.02956,0.23556,0,0,0
1/5/2047 23:00,0,0,0,1.91359,192.195,14.3556,95484.5,2.00299,0.23556,0,0,0
1/6/2047 0:00,0,0,0,2.67175,187.472,13.9874,95469.3,1.94451,0.23556,0,0,0
1/6/2047 1:00,0,0,0,2.98412,197.15,13.8133,95458.1,1.85101,0.23556,0.00095367,0,0
1/6/2047 2:00,0,0,0,2.85243,208.885,13.7287,95459.7,1.7541,0.23556,0.00095367,0,0
1/6/2047 3:00,0,0,0,2.65901,214.095,13.1768,95465.2,1.68508,0.235573,0.00095367,0,0
1/6/2047 4:00,0,0,0,2.5933,215.041,12.4172,95483.2,1.64546,0.235598,0,0,0
1/6/2047 5:00,0,0,0,2.65428,225.362,12.1221,95512.6,1.62789,0.23561,0,0,0
1/6/2047 6:00,0,0,0,2.74918,244.609,12.0798,95559.7,1.60504,0.23561,0.00047684,0,0
1/6/2047 7:00,0,0,0,2.78696,260.082,11.9357,95633.2,1.50202,0.23561,0.00047684,0,0
1/6/2047 8:00,13.3147,70.5673,9.22188,2.63415,265.758,11.6612,95728,1.28399,0.23561,0,0,0
1/6/2047 9:00,147.153,502.151,52.2043,2.48258,263.536,11.6795,95839.5,1.04493,0.23561,0,0,0
1/6/2047 10:00,326.416,717.645,81.8299,2.55599,264.004,12.6752,95954.9,0.911913,0.23561,0,0,0
1/6/2047 11:00,475.617,787.772,110.344,2.6313,276.092,14.0806,96052.2,0.883183,0.23561,0,0,0
1/6/2047 12:00,565.833,766.494,151.537,2.44596,293.569,14.9005,96107.2,0.885939,0.23561,0,0,0
1/6/2047 13:00,606.318,861.305,116.106,1.99135,306.659,15.4479,96097.8,0.894457,0.23561,0,0,0
1/6/2047 14:00,576.587,864.855,105.655,1.54015,313.554,16.1115,96047.8,0.91015,0.23561,0,0,0
1/6/2047 15:00,482.936,823.414,97.4221,1.38059,311.127,16.7016,96000.9,0.883729,0.235628,0,0,0
1/6/2047 16:00,336.967,750.312,75.496,1.61864,305.618,17.1655,95999.8,0.81198,0.235663,0,0,0
1/6/2047 17:00,159.758,549.953,51.922,1.81603,311.517,17.251,96053.2,0.778694,0.23568,0,0,0
1/6/2047 18:00,17.9081,112.541,10.8282,1.86453,318.4,16.7191,96113.6,0.782271,0.23568,0,0,0
1/6/2047 19:00,0,0,0,2.20214,315.223,15.4565,96178.8,0.78015,0.23568,0,0,0
1/6/2047 20:00,0,0,0,2.45293,314.006,13.2373,96261.9,0.764666,0.23568,0,0,0
1/6/2047 21:00,0,0,0,2.43432,308.584,11.1021,96326.7,0.743087,0.23568,0,0,0
1/6/2047 22:00,0,0,0,2.48621,318.281,10.1139,96380,0.741491,0.23568,0,0,0
1/6/2047 23:00,0,0,0,2.47433,11.5293,9.62731,96438.4,0.767029,0.23568,0,0,0
1/7/2047 0:00,0,0,0,2.13599,73.0319,9.45978,96469.9,0.801824,0.23568,0,0,0
1/7/2047 1:00,0,0,0,1.51438,117.458,9.61928,96482.8,0.836106,0.23568,0,0,0
1/7/2047 2:00,0,0,0,1.04685,139.167,9.47437,96492.3,0.868775,0.23568,0,0,0
1/7/2047 3:00,0,0,0,1.12017,132.972,8.6324,96491.4,0.909479,0.235693,0,0,0
1/7/2047 4:00,0,0,0,1.33407,123.313,7.48154,96491.1,0.950852,0.235718,0,0,0
1/7/2047 5:00,0,0,0,1.14283,158.583,6.94847,96498.4,0.966574,0.23573,0,0,0
1/7/2047 6:00,0,0,0,1.07015,263.669,6.69741,96516.7,0.974451,0.23573,0,0,0
1/7/2047 7:00,0,0,0,1.45091,17.5986,6.21424,96548.1,1.00979,0.23573,0,0,0
1/7/2047 8:00,13.9042,79.4799,9.48934,1.41708,97.2892,5.66192,96601.9,1.07474,0.23573,0,0,0
1/7/2047 9:00,141.695,424.212,66.8058,0.967842,182.559,5.75663,96686.6,1.15064,0.23573,0,0,0
1/7/2047 10:00,277.367,427.163,141.96,1.02043,285.819,7.66611,96779.2,1.22799,0.23573,0,0,0
1/7/2047 11:00,371.724,309.537,229.749,1.56706,8.34182,10.4907,96853.3,1.31594,0.23573,0.0047684,0,0
1/7/2047 12:00,550.968,682.212,181.038,2.20756,45.8842,12.5973,96884,1.42375,0.23573,0,0,0
1/7/2047 13:00,449.666,262.954,299.931,2.75722,64.1898,14.1815,96839.6,1.53073,0.23573,0,0,0
1/7/2047 14:00,564.349,830.554,111.019,2.96814,81.5422,15.9787,96743.5,1.61636,0.23573,0,0,0
1/7/2047 15:00,471.923,790.218,99.8117,2.27939,90.1189,17.8568,96643.4,1.63397,0.235748,0,0,0
1/7/2047 16:00,329.753,743.77,68.6755,1.49075,63.7805,19.1428,96582.3,1.58168,0.235783,0,0,0
1/7/2047 17:00,140.043,360.977,58.1167,1.83501,10.7235,19.3077,96594.6,1.55279,0.2358,0,0,0
1/7/2047 18:00,10.4771,5.35753,10.0744,2.28117,353.124,18.2631,96630.9,1.55424,0.2358,0,0,0
1/7/2047 19:00,0,0,0,2.40066,9.10494,16.5773,96644.1,1.57619,0.2358,0,0,0
1/7/2047 20:00,0,0,0,2.66415,19.7642,14.7677,96667.4,1.64552,0.2358,0,0,0
1/7/2047 21:00,0,0,0,2.69259,21.0411,13.2031,96717.2,1.72264,0.2358,0,0,0
1/7/2047 22:00,0,0,0,2.49789,31.0077,12.1813,96757.4,1.76185,0.2358,0,0,0
1/7/2047 23:00,0,0,0,2.29337,54.6825,11.6878,96772.4,1.7595,0.2358,0,0,0
1/8/2047 0:00,0,0,0,2.0341,62.3237,11.5686,96781.2,1.73388,0.2358,0,0,0
1/8/2047 1:00,0,0,0,1.95901,53.0144,11.2362,96789.3,1.72123,0.2358,0,0,0
1/8/2047 2:00,0,0,0,2.1952,56.4297,10.4026,96789.9,1.75946,0.2358,0,0,0
1/8/2047 3:00,0,0,0,2.26935,70.5541,9.64875,96788,1.8389,0.235818,0,0,0
1/8/2047 4:00,0,0,0,1.95694,82.5251,9.64714,96788.3,1.9213,0.235853,0,0,0
1/8/2047 5:00,0,0,0,1.69793,88.6325,9.96692,96783.6,1.97772,0.23587,0,0,0
1/8/2047 6:00,0,0,0,1.71108,84.0979,9.85482,96780.6,1.98151,0.23587,0,0,0
1/8/2047 7:00,0,0,0,1.71062,72.1389,9.47314,96792.6,1.94519,0.23587,0,0,0
1/8/2047 8:00,10.735,30.9376,8.7216,1.55402,60.8275,8.9745,96820.1,1.90102,0.23587,0,0,0
1/8/2047 9:00,146.639,507.792,49.7822,1.57002,61.5283,9.23296,96869.8,1.86035,0.23587,0,0,0
1/8/2047 10:00,323.058,720.438,77.3359,1.87044,77.9156,11.3314,96926.6,1.83876,0.23587,0,0,0
1/8/2047 11:00,465.577,757.256,112.611,2.01972,89.6089,14.3756,96957.5,1.84705,0.23587,0,0,0
1/8/2047 12:00,563.159,829.928,111.576,1.96159,84.1891,16.8631,96939.2,1.87467,0.23587,0,0,0
1/8/2047 13:00,595.766,840.973,113.96,1.99861,77.9503,18.7866,96854.3,1.89619,0.23587,0,0,0
1/8/2047 14:00,562.082,769.752,139.47,2.0728,81.6905,20.7195,96734.2,1.89667,0.23587,0,0,0
1/8/2047 15:00,470.996,725.714,126.689,1.91287,69.8755,22.53,96627.7,1.86069,0.235885,0,0,0
1/8/2047 16:00,315.775,558.607,110.257,1.71504,49.2743,23.7362,96567.5,1.79681,0.235916,0,0,0
1/8/2047 17:00,125.618,252.872,84.6481,1.79589,34.9289,23.6856,96561.2,1.75698,0.23593,0,0,0
1/8/2047 18:00,20.2669,157.29,10.1514,2.15775,13.6881,21.8162,96563.3,1.74243,0.23593,0,0,0
1/8/2047 19:00,0,0,0,2.59723,11.2029,19.0379,96553.6,1.72331,0.23593,0,0,0
1/8/2047 20:00,0,0,0,2.61732,29.5469,17.2869,96552.1,1.70066,0.23593,0,0,0
1/8/2047 21:00,0,0,0,2.13973,54.2666,16.7157,96550.9,1.68413,0.23593,0,0,0
1/8/2047 22:00,0,0,0,1.58843,90.4214,16.1618,96544.4,1.6839,0.23593,0,0,0
1/8/2047 23:00,0,0,0,1.43673,120.507,15.1466,96539.9,1.70158,0.23593,0,0,0
1/9/2047 0:00,0,0,0,1.77503,128.921,13.8858,96519.1,1.72487,0.23593,0,0,0
1/9/2047 1:00,0,0,0,2.28124,269.963,9.0859,96245.6,0.721402,0.23593,0,0,0
1/9/2047 2:00,0,0,0,2.48291,298.335,8.37259,96280.2,0.73513,0.23593,0,0,0
1/9/2047 3:00,0,0,0,2.48982,354.675,7.13346,96344.9,0.760446,0.235943,0,0,0
1/9/2047 4:00,0,0,0,2.14689,27.6146,6.12746,96409.3,0.786228,0.235968,0,0,0
1/9/2047 5:00,0,0,0,1.79916,49.4711,6.08945,96440.3,0.790225,0.23598,0,0,0
1/9/2047 6:00,0,0,0,1.49905,93.9573,6.0188,96465.3,0.775134,0.23598,0,0,0
1/9/2047 7:00,0,0,0,1.31334,136.47,5.63181,96500.9,0.761095,0.23598,0,0,0
1/9/2047 8:00,11.9196,42.6054,9.54364,1.30104,156.136,5.21145,96550.5,0.760783,0.23598,0,0,0
1/9/2047 9:00,146.874,462.637,55.7868,1.20318,155.476,5.75111,96620.8,0.771321,0.23598,0,0,0
1/9/2047 10:00,314.676,549.63,127.359,0.922076,141.138,7.88491,96685.4,0.780096,0.23598,0,0,0
1/9/2047 11:00,478.784,822.437,95.4153,0.666656,105.979,10.295,96712.1,0.786716,0.23598,0,0,0
1/9/2047 12:00,574.856,853.077,110.362,0.68709,59.3237,12.2502,96692.8,0.801097,0.23598,0,0,0
1/9/2047 13:00,608.445,863.964,113.134,0.842441,7.79042,13.8662,96631.4,0.823854,0.23598,0,0,0
1/9/2047 14:00,579.298,858.968,107.457,0.957992,327.152,15.2825,96549.9,0.845566,0.23598,0,0,0
1/9/2047 15:00,487.838,809.172,104.007,1.28335,336.195,16.7113,96487.8,0.855817,0.235998,0,0,0
1/9/2047 16:00,342.801,742.218,79.7963,1.69262,12.2509,17.7717,96459,0.854462,0.236033,0,0,0
1/9/2047 17:00,165.219,546.415,54.07,1.71164,22.2689,18.0353,96442.2,0.851722,0.23605,0,0,0
1/9/2047 18:00,19.6767,109.887,12.5506,1.6055,353.647,17.5207,96430.4,0.853275,0.23605,0,0,0
1/9/2047 19:00,0,0,0,1.7558,322.758,16.3734,96436.8,0.858464,0.23605,0,0,0
1/9/2047 20:00,0,0,0,1.96626,316.971,14.3475,96463.1,0.8661,0.23605,0,0,0
1/9/2047 21:00,0,0,0,2.28471,327.14,11.6998,96499.4,0.875167,0.23605,0,0,0
1/9/2047 22:00,0,0,0,2.5691,350.394,9.73402,96531.4,0.88419,0.23605,0,0,0
1/9/2047 23:00,0,0,0,2.44912,27.05,8.78238,96557.9,0.890467,0.23605,0,0,0
1/10/2047 0:00,0,0,0,2.26854,66.9876,8.12673,96574.4,0.891831,0.23605,0,0,0
1/10/2047 1:00,0,0,0,2.1678,103.75,7.96403,96559.2,0.890355,0.23605,0,0,0
1/10/2047 2:00,0,0,0,1.97072,134.887,7.887,96532.4,0.889571,0.23605,0,0,0
1/10/2047 3:00,0,0,0,1.839,151.516,6.57116,96526.1,0.895656,0.236066,0,0,0
1/10/2047 4:00,0,0,0,1.87295,149.659,4.98314,96531.1,0.907096,0.236095,0,0,0
1/10/2047 5:00,0,0,0,1.9276,139.521,4.24225,96531.2,0.909764,0.23611,0,0,0
1/10/2047 6:00,0,0,0,1.90767,132.302,3.73474,96524.4,0.901932,0.23611,0,0,0
1/10/2047 7:00,0,0,0,1.87606,130.474,3.27314,96529.3,0.892497,0.23611,0,0,0
1/10/2047 8:00,14.0736,81.9575,9.52961,1.86401,131.451,3.0752,96547.3,0.885921,0.23611,0,0,0
1/10/2047 9:00,153.9,545.983,49.3769,1.96532,132.474,4.08364,96569.7,0.882571,0.23611,0,0,0
1/10/2047 10:00,336.166,776.732,69.8746,1.98418,133.105,7.26586,96596.7,0.880123,0.23611,0,0,0
1/10/2047 11:00,486.59,863.357,83.4894,1.69198,130.804,11.0933,96599.1,0.877324,0.23611,0,0,0
1/10/2047 12:00,582.325,881.033,101.165,1.44565,125.076,13.6745,96546.1,0.872559,0.23611,0,0,0
1/10/2047 13:00,615.286,882.95,107.277,1.33706,119.361,15.1953,96430.3,0.861531,0.23611,0,0,0
1/10/2047 14:00,586.123,868.17,107.056,1.04634,118.806,16.726,96287.2,0.845002,0.23611,0,0,0
1/10/2047 15:00,494.09,840.882,93.2438,0.620062,81.8999,18.5421,96178.2,0.835091,0.236125,0,0,0
1/10/2047 16:00,349.132,762.033,76.9227,0.608318,358.876,19.7023,96127.4,0.835933,0.236155,0,0,0
1/10/2047 17:00,166.796,511.761,63.1535,1.05635,315.933,19.9828,96100.8,0.83541,0.23617,0,0,0
1/10/2047 18:00,20.4373,106.649,13.6087,1.48708,328.248,19.8265,96069.7,0.829915,0.23617,0,0,0
1/10/2047 19:00,0,0,0,1.89383,13.7122,18.8465,96054.5,0.825203,0.23617,0,0,0
1/10/2047 20:00,0,0,0,2.23014,52.4168,16.1211,96057.1,0.821483,0.23617,0,0,0
1/10/2047 21:00,0,0,0,2.30183,38.8935,12.5289,96064.4,0.816293,0.23617,0,0,0
1/10/2047 22:00,0,0,0,2.29711,26.1843,10.0995,96084,0.810982,0.23617,0,0,0
1/10/2047 23:00,0,0,0,2.04455,42.2595,9.17271,96103.4,0.807145,0.23617,0,0,0
1/11/2047 0:00,0,0,0,1.32356,81.3807,9.12997,96099.4,0.802432,0.23617,0,0,0
1/11/2047 1:00,0,0,0,0.987069,130.401,8.52017,96070.9,0.794547,0.23617,0,0,0
1/11/2047 2:00,0,0,0,1.36303,154.07,7.03407,96027.4,0.785671,0.23617,0,0,0
1/11/2047 3:00,0,0,0,1.67993,158.272,5.66718,96003,0.789111,0.236188,0,0,0
1/11/2047 4:00,0,0,0,1.73963,159.123,4.52279,96012.3,0.802605,0.236223,0,0,0
1/11/2047 5:00,0,0,0,1.74422,154.181,3.75548,96019.2,0.808411,0.23624,0,0,0
